sim,period,price
5,20,1.04001
5,21,1.03936
5,22,1.03771
5,23,1.05979
5,24,1.05417
5,25,1.05414
5,26,1.06004
5,27,1.05265
5,28,1.04656
5,29,1.04756
5,30,1.04845
5,31,1.04704
5,32,1.06069
5,33,1.05097
5,34,1.04946
5,35,1.03260
5,36,1.02894
5,37,1.01369
5,38,0.99815
5,39,1.00701
5,40,1.00586
5,41,0.99218
5,42,0.98081
5,43,0.98716
5,44,0.97801
5,45,0.97439
5,46,0.98776
5,47,0.98262
5,48,0.97301
5,49,0.95631
5,50,0.97642
5,51,0.98451
5,52,0.96969
5,53,0.96694
5,54,0.98319
5,55,0.97928
5,56,0.98052
5,57,0.97765
5,58,0.98109
5,59,0.98664
5,60,0.98498
5,61,0.97959
5,62,0.96989
5,63,0.97979
5,64,0.97430
5,65,0.98613
5,66,0.98430
5,67,0.98377
5,68,1.00743
5,69,1.00742
5,70,1.00731
5,71,1.02006
5,72,1.00950
5,73,1.01682
5,74,1.01420
5,75,1.01806
5,76,1.00531
5,77,0.99639
5,78,0.99517
5,79,0.99233
5,80,0.97636
5,81,0.97884
5,82,0.97290
5,83,0.96432
5,84,0.96536
5,85,0.96659
5,86,0.95912
5,87,0.96541
5,88,0.97282
5,89,0.97109
5,90,0.97086
5,91,0.97735
5,92,0.97303
5,93,0.96934
5,94,0.97085
5,95,0.95527
5,96,0.94582
5,97,0.93800
5,98,0.94351
5,99,0.95000
6,0,1.00000
6,0,1.00884
6,1,1.01758
6,2,1.01631
6,3,1.00925
6,4,1.00261
6,5,0.99124
6,6,0.98394
6,7,0.98445
6,8,0.99603
6,9,1.00482
6,10,0.98550
6,11,0.98278
6,12,0.98389
6,13,0.97790
6,14,0.98085
6,15,0.97730
6,16,0.98168
6,17,0.99128
6,18,0.99803
6,19,1.00257
6,20,1.00346
6,21,1.00517
6,22,1.01182
6,23,1.01600
6,24,1.01801
6,25,1.02208
6,26,1.02598
6,27,1.02990
6,28,1.04049
6,29,1.05495
6,30,1.05930
6,31,1.06096
6,32,1.06136
6,33,1.06324
6,34,1.07082
6,35,1.08254
6,36,1.06841
6,37,1.06269
6,38,1.06011
6,39,1.06990
6,40,1.07557
6,41,1.07863
6,42,1.08340
6,43,1.07058
6,44,1.05805
6,45,1.05779
6,46,1.07471
6,47,1.05800
6,48,1.06612
6,49,1.05107
6,50,1.04329
6,51,1.04625
6,52,1.04873
6,53,1.04845
6,54,1.05448
6,55,1.06053
6,56,1.06302
6,57,1.07045
6,58,1.07270
6,59,1.08140
6,60,1.07724
6,61,1.07023
6,62,1.08520
6,63,1.08050
6,64,1.08577
6,65,1.09989
6,66,1.09325
6,67,1.09074
6,68,1.08551
6,69,1.08855
6,70,1.11559
6,71,1.37330
6,72,1.72796
6,73,2.27238
6,74,2.94522
6,75,3.62736
6,76,4.52469
6,77,5.65290
6,78,6.76770
6,79,8.45459
6,80,11.03513
6,81,5.64851
6,82,4.30440
6,83,3.34769
6,84,2.14312
6,85,1.23210
6,86,0.81131
6,87,0.87361
6,88,0.94303
6,89,0.99516
6,90,1.06416
6,91,1.15004
6,92,1.16716
6,93,1.23347
6,94,1.32462
6,95,1.36888
6,96,1.43030
6,97,1.44973
6,98,1.59887
6,99,1.61884
7,0,1.00000
7,0,1.00167
7,1,0.99079
7,2,0.97392
7,3,0.96507
7,4,0.96517
7,5,0.96016
7,6,0.95706
7,7,0.94734
7,8,0.95845
7,9,0.96734
7,10,0.98419
7,11,0.98978
7,12,1.00372
7,13,1.00736
7,14,1.00795
7,15,1.01080
7,16,1.00291
7,17,1.00091
7,18,0.99799
7,19,1.01164
7,20,1.01948
7,21,1.02838
7,22,1.03515
7,23,1.02255
7,24,1.03237
7,25,1.05266
7,26,1.03990
7,27,1.03919
7,28,1.01862
7,29,1.00296
7,30,1.00297
7,31,1.00787
7,32,0.99485
7,33,0.99440
7,34,1.00040
7,35,0.99662
7,36,0.98915
7,37,0.99784
7,38,1.00530
7,39,1.00942
7,40,1.01339
7,41,1.02260
7,42,1.00987
7,43,1.01011
7,44,1.00503
7,45,0.99935
7,46,1.00293
7,47,0.98673
7,48,0.98509
7,49,0.98328
7,50,0.98353
7,51,0.98120
7,52,0.98918
7,53,0.98522
7,54,0.98466
7,55,1.00007
7,56,1.00874
7,57,0.99849
7,58,1.00855
7,59,1.00373
7,60,1.01054
7,61,1.00784
7,62,0.98387
7,63,0.98841
7,64,1.00173
7,65,1.00363
7,66,0.99207
7,67,0.98243
7,68,0.98806
7,69,0.98324
7,70,0.97234
7,71,0.96362
7,72,0.96555
7,73,0.96374
7,74,0.96646
7,75,0.97093
7,76,0.97893
7,77,0.97798
7,78,0.99090
7,79,1.00311
7,80,1.00857
7,81,1.01107
7,82,1.01242
7,83,0.99835
7,84,0.99224
7,85,0.99631
7,86,0.98437
7,87,0.97809
7,88,0.97714
7,89,0.97325
7,90,0.98143
7,91,0.97822
7,92,0.96804
7,93,0.95384
7,94,0.95241
7,95,0.94899
7,96,0.95014
7,97,0.94840
7,98,0.93952
7,99,0.93403
8,0,1.00000
8,0,0.99879
8,1,0.99690
8,2,0.98223
8,3,0.97526
8,4,0.97379
8,5,0.98882
8,6,0.98392
8,7,1.00284
8,8,1.00497
8,9,1.00708
8,10,1.00011
8,11,0.99644
8,12,0.98901
8,13,0.98789
8,14,0.98545
8,15,0.98473
8,16,0.98711
8,17,0.97583
8,18,0.97281
8,19,0.99043
8,20,0.97501
8,21,0.96567
8,22,0.95659
8,23,0.96864
8,24,0.97614
8,25,0.98085
8,26,0.99276
8,27,0.99534
8,28,0.99352
8,29,0.99067
8,30,0.98632
8,31,0.96784
8,32,0.96572
8,33,0.97576
8,34,0.97927
8,35,0.97470
8,36,0.97968
8,37,0.96094
8,38,0.96331
8,39,0.95179
8,40,0.94438
8,41,0.94611
8,42,0.93943
8,43,0.95532
8,44,0.94252
8,45,0.93238
8,46,0.93185
8,47,0.93168
8,48,0.93534
8,49,0.93232
8,50,0.93457
8,51,0.92353
8,52,0.93063
8,53,0.93777
8,54,0.92383
8,55,0.91675
8,56,0.91105
8,57,0.91942
8,58,0.92326
8,59,0.92218
8,60,0.92761
8,61,0.92783
8,62,0.91446
8,63,0.92271
8,64,0.92181
8,65,0.91759
8,66,0.94205
8,67,0.93412
8,68,0.95319
8,69,0.94850
8,70,0.95782
8,71,0.94158
8,72,0.92565
8,73,0.92176
8,74,0.91608
8,75,0.92219
8,76,0.92875
8,77,0.93471
8,78,0.92685
8,79,0.93361
8,80,0.92617
8,81,0.92780
8,82,0.93285
8,83,0.92292
8,84,0.93320
8,85,0.93604
8,86,0.94322
8,87,0.93540
8,88,0.93659
8,89,0.92265
8,90,0.93643
8,91,0.93070
8,92,0.91314
8,93,0.90022
8,94,0.89881
8,95,0.89508
8,96,0.89086
8,97,0.87241
8,98,0.88823
8,99,0.89370
9,0,1.00000
9,0,0.99773
9,1,1.00412
9,2,1.00950
9,3,1.02301
9,4,1.00312
9,5,0.99941
9,6,0.99474
9,7,0.98859
9,8,1.00669
9,9,1.00382
9,10,1.01016
9,11,1.00675
9,12,1.00167
9,13,1.00026
9,14,1.00435
9,15,0.99841
9,16,0.99569
9,17,0.99430
9,18,0.98722
9,19,0.98086
9,20,0.98881
9,21,0.98838
9,22,0.98778
9,23,0.97544
9,24,0.97805
9,25,0.98456
9,26,0.99517
9,27,1.01134
9,28,1.01963
9,29,1.01756
9,30,1.02100
9,31,1.01764
9,32,1.02672
9,33,1.00929
9,34,1.00374
9,35,1.00989
9,36,1.00834
9,37,1.01321
9,38,1.02254
9,39,1.01688
9,40,1.02024
9,41,1.01837
9,42,1.01358
9,43,1.00894
9,44,0.99155
9,45,0.99137
9,46,0.99985
9,47,1.03519
9,48,1.04551
9,49,1.04163
9,50,1.04647
9,51,1.03694
9,52,1.02769
9,53,1.02851
9,54,1.03116
9,55,1.02583
9,56,1.01337
9,57,1.01494
9,58,1.00805
9,59,0.99702
9,60,0.99902
9,61,0.99259
9,62,0.98709
9,63,0.98543
9,64,0.98961
9,65,0.99415
9,66,0.99330
9,67,0.98068
9,68,0.98881
9,69,0.98311
9,70,0.98031
9,71,0.97382
9,72,0.97442
9,73,0.95341
9,74,0.95406
9,75,0.94487
9,76,0.94329
9,77,0.96019
9,78,0.95738
9,79,0.94389
9,80,0.96013
9,81,0.95310
9,82,0.95499
9,83,0.95916
9,84,0.94807
9,85,0.94742
9,86,0.95335
9,87,0.95063
9,88,0.96508
9,89,0.97747
9,90,0.97982
9,91,1.00059
9,92,0.99554
9,93,0.99298
9,94,0.98818
9,95,0.99416
9,96,0.99170
9,97,1.00005
9,98,0.99734
9,99,1.00303
10,0,1.00000
10,0,1.01252
10,1,1.02524
10,2,1.03356
10,3,1.01734
10,4,1.00574
10,5,1.01440
10,6,1.02253
10,7,1.00897
10,8,1.00998
10,9,1.01194
10,10,1.01553
10,11,1.01365
10,12,0.99539
10,13,0.98115
10,14,0.97918
10,15,1.00145
10,16,1.00240
10,17,1.00938
10,18,1.01739
10,19,1.01257
10,20,1.00454
10,21,1.01393
10,22,1.02813
10,23,1.02805
10,24,1.02372
10,25,1.01858
10,26,1.00426
10,27,1.01151
10,28,1.02168
10,29,1.03596
10,30,1.03197
10,31,1.04152
10,32,1.06341
10,33,1.06639
10,34,1.04766
10,35,1.05671
10,36,1.05765
10,37,1.06557
10,38,1.05122
10,39,1.04612
10,40,1.04626
10,41,1.04685
10,42,1.05371
10,43,1.04401
10,44,1.06093
10,45,1.04812
10,46,1.03402
10,47,1.04742
10,48,1.04836
10,49,1.05336
10,50,1.06225
10,51,1.05287
10,52,1.04286
10,53,1.04781
10,54,1.05685
10,55,1.06681
10,56,1.06719
10,57,1.07513
10,58,1.08098
10,59,1.08241
10,60,1.07995
10,61,1.08278
10,62,1.09564
10,63,1.10265
10,64,1.35346
10,65,1.75795
10,66,2.14017
10,67,2.81345
10,68,3.58875
10,69,4.42040
10,70,5.52536
10,71,6.84499
10,72,8.63137
10,73,11.21293
10,74,6.48956
10,75,5.09315
10,76,4.41625
10,77,3.38428
10,78,2.85931
10,79,1.88537
10,80,1.50388
10,81,1.15301
10,82,0.87405
10,83,0.94972
10,84,1.07822
10,85,1.21072
10,86,1.29589
10,87,1.44783
10,88,1.56786
10,89,1.84570
10,90,2.08247
10,91,2.29291
10,92,2.58058
10,93,2.75589
10,94,3.04509
10,95,3.25629
10,96,3.78419
10,97,4.22339
10,98,4.63449
10,99,5.19243
11,0,1.00000
11,0,1.00604
11,1,0.99970
11,2,1.00088
11,3,1.00521
11,4,1.00384
11,5,0.99294
11,6,0.99320
11,7,0.99224
11,8,0.99443
11,9,1.00121
11,10,0.99403
11,11,0.99263
11,12,0.99394
11,13,0.98781
11,14,0.99447
11,15,1.01061
11,16,1.01947
11,17,1.01798
11,18,1.01248
11,19,1.01054
11,20,1.02149
11,21,1.02995
11,22,1.02418
11,23,1.02087
11,24,1.02962
11,25,1.03409
11,26,1.02522
11,27,1.02812
11,28,1.02332
11,29,1.01255
11,30,1.00555
11,31,1.00351
11,32,1.00933
11,33,1.01299
11,34,1.02435
11,35,1.02051
11,36,1.01272
11,37,1.01568
11,38,1.01957
11,39,1.00924
11,40,1.01216
11,41,1.00520
11,42,0.98458
11,43,0.97106
11,44,0.97023
11,45,0.97384
11,46,0.97964
11,47,0.97442
11,48,0.98168
11,49,0.99246
11,50,0.98997
11,51,0.98713
11,52,0.98166
11,53,0.96618
11,54,0.97718
11,55,0.97510
11,56,0.97161
11,57,0.96590
11,58,0.98087
11,59,0.99523
11,60,0.99437
11,61,0.99063
11,62,0.98723
11,63,0.99885
11,64,1.01001
11,65,1.02163
11,66,1.00511
11,67,1.00379
11,68,0.99847
11,69,1.00792
11,70,1.00049
11,71,1.01346
11,72,1.02152
11,73,1.01736
11,74,1.00897
11,75,1.01324
11,76,1.00314
11,77,0.99516
11,78,0.98598
11,79,0.98357
11,80,0.98787
11,81,0.98931
11,82,0.99138
11,83,1.00110
11,84,1.01104
11,85,0.99069
11,86,0.98124
11,87,0.98275
11,88,0.98785
11,89,0.99682
11,90,0.99733
11,91,1.00790
11,92,1.00627
11,93,1.00917
11,94,1.00251
11,95,1.01387
11,96,1.01408
11,97,1.01232
11,98,1.00563
11,99,0.98936
12,0,1.00000
12,0,1.00226
12,1,0.99865
12,2,1.00482
12,3,0.99985
12,4,1.01475
12,5,1.02811
12,6,1.02938
12,7,1.02458
12,8,1.03059
12,9,1.03675
12,10,1.02995
12,11,1.00461
12,12,1.01532
12,13,1.01781
12,14,1.02053
12,15,1.02167
12,16,1.02498
12,17,1.01098
12,18,1.00838
12,19,1.01394
12,20,1.02369
12,21,1.04075
12,22,1.03663
12,23,1.03322
12,24,1.02836
12,25,1.02457
12,26,1.02754
12,27,1.01488
12,28,1.02648
12,29,1.02714
12,30,1.02869
12,31,1.02811
12,32,1.03730
12,33,1.02868
12,34,1.00872
12,35,1.02621
12,36,1.02149
12,37,1.02818
12,38,1.02058
12,39,1.02015
12,40,1.02237
12,41,1.02029
12,42,1.01922
12,43,1.00244
12,44,1.00009
12,45,1.01295
12,46,1.02045
12,47,1.01769
12,48,1.00204
12,49,0.98573
12,50,0.99247
12,51,0.99051
12,52,0.97873
12,53,0.97524
12,54,0.98373
12,55,0.96612
12,56,0.96255
12,57,0.96375
12,58,0.96253
12,59,0.95772
12,60,0.96555
12,61,0.97918
12,62,0.98675
12,63,0.96942
12,64,0.96323
12,65,0.96415
12,66,0.95561
12,67,0.95619
12,68,0.95664
12,69,0.94631
12,70,0.95315
12,71,0.96311
12,72,0.96562
12,73,0.95386
12,74,0.95831
12,75,0.94280
12,76,0.95261
12,77,0.94777
12,78,0.94634
12,79,0.94149
12,80,0.93388
12,81,0.94641
12,82,0.94643
12,83,0.93428
12,84,0.93008
12,85,0.93659
12,86,0.92859
12,87,0.93839
12,88,0.94294
12,89,0.94029
12,90,0.93631
12,91,0.93820
12,92,0.94102
12,93,0.92206
12,94,0.92618
12,95,0.91960
12,96,0.91003
12,97,0.89870
12,98,0.89973
12,99,0.89138
13,0,1.00000
13,0,1.00678
13,1,1.00284
13,2,1.00344
13,3,1.01786
13,4,1.00674
13,5,0.99718
13,6,1.00451
13,7,1.00893
13,8,1.01418
13,9,1.01225
13,10,0.99792
13,11,0.99543
13,12,0.99969
13,13,0.99951
13,14,1.00535
13,15,1.00175
13,16,0.98154
13,17,0.97445
13,18,0.97957
13,19,0.97359
13,20,0.96680
13,21,0.97971
13,22,0.96722
13,23,0.94906
13,24,0.94119
13,25,0.95841
13,26,0.97866
13,27,0.98465
13,28,0.98203
13,29,0.99680
13,30,0.98830
13,31,1.00196
13,32,0.98925
13,33,0.99150
13,34,0.98769
13,35,0.98366
13,36,0.98919
13,37,0.98431
13,38,0.98858
13,39,0.99939
13,40,0.99373
13,41,0.99974
13,42,1.00225
13,43,1.00780
13,44,1.01703
13,45,1.01779
13,46,1.01471
13,47,1.00353
13,48,0.99402
13,49,0.99870
13,50,1.00484
13,51,1.00642
13,52,1.02374
13,53,1.00589
13,54,0.99400
13,55,0.99365
13,56,0.98698
13,57,0.98533
13,58,0.98989
13,59,0.99118
13,60,0.97219
13,61,0.98826
13,62,1.00400
13,63,1.00349
13,64,1.00253
13,65,1.00290
13,66,1.01201
13,67,1.02353
13,68,1.02307
13,69,1.02454
13,70,1.02376
13,71,1.03374
13,72,1.04477
13,73,1.04221
13,74,1.04776
13,75,1.05933
13,76,1.05796
13,77,1.05124
13,78,1.03458
13,79,1.02104
13,80,1.01003
13,81,1.02272
13,82,1.01395
13,83,1.02351
13,84,1.02313
13,85,1.02631
13,86,1.01555
13,87,1.01164
13,88,1.01852
13,89,1.02836
13,90,1.04299
13,91,1.03205
13,92,1.02689
13,93,1.01574
13,94,1.01258
13,95,1.01705
13,96,1.02860
13,97,1.03698
13,98,1.02589
13,99,1.02677
14,0,1.00000
14,0,1.01312
14,1,1.03416
14,2,1.04458
14,3,1.04777
14,4,1.03847
14,5,1.05411
14,6,1.05206
14,7,1.07345
14,8,1.07902
14,9,1.09351
14,10,1.11031
14,11,1.40837
14,12,1.72067
14,13,2.11823
14,14,2.61006
14,15,3.17877
14,16,4.01898
14,17,4.96933
14,18,6.23953
14,19,7.50155
14,20,9.46195
14,21,11.64118
14,22,5.90889
14,23,4.45245
14,24,3.32722
14,25,2.60384
14,26,1.60121
14,27,1.22933
14,28,0.82755
14,29,0.91552
14,30,0.98062
14,31,1.06779
14,32,1.18987
14,33,1.27670
14,34,1.33868
14,35,1.39778
14,36,1.46964
14,37,1.64563
14,38,1.79600
14,39,1.89821
14,40,2.10201
14,41,2.30354
14,42,2.46625
14,43,2.67154
14,44,2.91729
14,45,3.19878
14,46,3.50496
14,47,3.77861
14,48,4.08203
14,49,4.26001
14,50,4.67294
14,51,5.22920
14,52,5.74480
14,53,6.26390
14,54,6.67834
14,55,7.02130
14,56,7.78734
14,57,8.59089
14,58,9.15331
14,59,9.20208
14,60,9.91559
14,61,10.52922
14,62,8.14142
14,63,7.76831
14,64,6.34783
14,65,5.79183
14,66,4.79953
14,67,4.36054
14,68,3.78005
14,69,3.34076
14,70,2.77404
14,71,2.53245
14,72,2.18052
14,73,1.87744
14,74,1.59895
14,75,1.35352
14,76,1.06192
14,77,1.08702
14,78,1.11850
14,79,1.07490
14,80,1.10682
14,81,1.06097
14,82,1.09090
14,83,1.13551
14,84,1.17501
14,85,1.19346
14,86,1.22910
14,87,1.26098
14,88,1.28212
14,89,1.30305
14,90,1.32312
14,91,1.36399
14,92,1.42708
14,93,1.45777
14,94,1.53789
14,95,1.58478
14,96,1.63472
14,97,1.67307
14,98,1.72534
14,99,1.73696
15,0,1.00000
15,0,0.99836
15,1,1.00094
15,2,0.99896
15,3,0.98911
15,4,0.99915
15,5,1.00816
15,6,0.99288
15,7,0.99514
15,8,1.00397
15,9,0.99872
15,10,0.98801
15,11,0.99105
15,12,0.98861
15,13,0.97873
15,14,0.96896
15,15,0.97357
15,16,0.98362
15,17,0.99223
15,18,0.97632
15,19,0.96947
15,20,0.98015
15,21,0.99081
15,22,0.98563
15,23,0.98334
15,24,0.97901
15,25,0.98458
15,26,0.97492
15,27,0.96915
15,28,0.95941
15,29,0.95251
15,30,0.97400
15,31,0.98858
15,32,0.98988
15,33,1.01233
15,34,1.01469
15,35,1.01538
15,36,1.02191
